x,y,z,Activity
0.20535149,-0.0038073578,-0.032628831,WALKING_DOWNSTAIRS
0.18360372,-0.076558729,-0.0469561,WALKING_UPSTAIRS
0.27918273,-0.036965677,-0.13360426,WALKING_UPSTAIRS
0.30116241,-0.0017592965,-0.10683037,WALKING_UPSTAIRS
0.29341097,-0.018714518,-0.066159078,WALKING_UPSTAIRS
0.2303099,0.0021737117,-0.043103131,WALKING_UPSTAIRS
0.15851651,0.0042561454,-0.018779209,WALKING_UPSTAIRS
0.21524532,-0.032628002,-0.11896558,WALKING_UPSTAIRS
0.27147742,-0.030746091,-0.15623238,WALKING_UPSTAIRS
0.14085877,-0.068261729,-0.072115723,WALKING_UPSTAIRS
0.23145946,-0.013340312,-0.092367982,WALKING_UPSTAIRS
0.29569289,-0.017291,-0.099927816,WALKING_UPSTAIRS
0.34408292,-0.019665159,-0.14195199,WALKING_UPSTAIRS
0.33299252,-0.030312276,-0.11360054,WALKING_UPSTAIRS
0.31672153,-0.023908255,-0.1107584,WALKING_UPSTAIRS
0.27425493,-0.028953751,-0.15558324,WALKING_UPSTAIRS
0.26034404,-0.03367069,-0.12730182,WALKING_UPSTAIRS
0.27771111,-0.0089315038,-0.081181352,WALKING_UPSTAIRS
0.22622757,-0.053718943,-0.11252061,WALKING_UPSTAIRS
0.25960382,-0.018097161,-0.11447381,WALKING_UPSTAIRS
0.34402821,-0.035875128,-0.094238465,WALKING_UPSTAIRS
0.37052032,-0.008881052,-0.15190137,WALKING_UPSTAIRS
0.2732136,-0.012546631,-0.12786494,WALKING_UPSTAIRS
0.23124563,-0.0072225043,-0.034995546,WALKING_UPSTAIRS
0.25025528,0.0077234474,-0.058462756,WALKING_UPSTAIRS
0.23033751,-0.021806697,-0.11877561,WALKING_UPSTAIRS
0.22969556,-0.05216571,-0.11179085,WALKING_UPSTAIRS
0.26076161,-0.035370696,-0.13730782,STANDING
0.28981703,-0.010751748,-0.11994169,STANDING
0.28451133,-0.0085448131,-0.089976474,STANDING
0.2852744,-0.0045132061,-0.1137861,STANDING
0.27239664,-0.023659196,-0.11324183,STANDING
0.26580577,-0.032762393,-0.11731189,STANDING
0.278426,-0.017091944,-0.12529627,STANDING
0.27942505,-0.014947411,-0.1101951,STANDING
0.27526076,-0.016105674,-0.10343073,STANDING
0.27687455,-0.018606634,-0.112972,STANDING
0.2792417,-0.017290162,-0.11394039,STANDING
0.27884783,-0.01531619,-0.10701234,STANDING
0.27368218,-0.019975668,-0.10754792,STANDING
0.27394901,-0.021795449,-0.11743596,STANDING
0.32236308,0.034225504,-0.05735073,STANDING
0.2745262,-0.025134082,-0.12251223,STANDING
0.27380646,-0.019735938,-0.11988703,STANDING
0.27664268,-0.016755348,-0.099381423,STANDING
0.27436388,-0.023361777,-0.11033551,STANDING
0.27475366,-0.020102285,-0.12120311,STANDING
0.27872042,-0.014508176,-0.11530914,STANDING
0.27938002,-0.01543831,-0.11126972,STANDING
0.27734354,-0.01565033,-0.10844766,STANDING
0.27796276,-0.015040946,-0.10639918,STANDING
0.27997806,-0.015505193,-0.10621291,STANDING
0.27970111,-0.015808416,-0.10892197,STANDING
0.26297624,-0.00028737053,-0.17609097,SITTING
0.29811757,-0.035646628,-0.11592994,SITTING
0.27727452,-0.011693149,-0.10258892,SITTING
0.27866687,-0.017999434,-0.11006327,SITTING
0.27873199,-0.018106346,-0.10781649,SITTING
0.27559191,-0.013962574,-0.10788811,SITTING
0.27832678,-0.01757272,-0.10987181,SITTING
0.27839415,-0.018437222,-0.1116638,SITTING
0.27750957,-0.016333594,-0.10989482,SITTING
0.27798405,-0.017867041,-0.10694863,SITTING
0.27564442,-0.015470231,-0.10820759,SITTING
0.39365355,-0.023633221,-0.12592376,LAYING
0.31932383,-0.024865202,-0.099798821,LAYING
0.27903686,-0.016669682,-0.10935435,LAYING
0.2816654,-0.017570074,-0.11073427,LAYING
0.27714164,-0.01806797,-0.11041766,LAYING
0.27890115,-0.017814424,-0.10698796,LAYING
0.27972834,-0.01600381,-0.1073364,LAYING
0.27603949,-0.017357172,-0.10897656,LAYING
0.27831632,-0.018048727,-0.10840311,LAYING
0.27575263,-0.016788627,-0.10562315,LAYING
0.27885089,-0.016544181,-0.10901088,LAYING
0.28202074,-0.017589649,-0.10793379,LAYING
0.31076307,0.018053586,-0.20554844,SITTING
0.2645391,-0.019722322,-0.071903067,SITTING
0.26963511,-0.0089314391,-0.089394709,SITTING
0.27259354,-0.0057626503,-0.10852663,SITTING
0.27682826,-0.016123297,-0.11023355,SITTING
0.2761599,-0.01332633,-0.10596005,SITTING
0.27575308,-0.010254163,-0.10953993,SITTING
0.27790646,-0.017143471,-0.10985922,SITTING
0.27554943,-0.014115159,-0.10899857,SITTING
0.27778196,-0.015873588,-0.11050438,SITTING
0.27725766,-0.014249297,-0.11220537,SITTING
0.27426151,-0.012264695,-0.10949351,SITTING
-0.066238871,0.07922905,-1.0,LAYING
-0.083287063,0.010297707,-0.51608391,LAYING
0.2591151,-0.017985103,-0.12024506,LAYING
0.29230775,-0.00692865,-0.029339182,LAYING
0.32588645,0.00081689933,0.016658077,LAYING
0.30005315,-0.018087248,-0.10818389,LAYING
0.28809417,-0.022759306,-0.13505802,LAYING
0.27676588,-0.018060289,-0.12013176,LAYING
0.24389788,-0.027628987,-0.18227212,LAYING
0.18047854,-0.042535659,-0.28056106,LAYING
0.20896421,-0.022742569,-0.16644945,LAYING
0.25012584,-0.02268563,-0.064799659,WALKING
0.27324282,0.0060649186,-0.088320786,WALKING
0.34625374,-0.018934595,-0.071284752,WALKING
0.32599307,-0.016638474,-0.05512912,WALKING
0.27052,-0.016289773,-0.10293667,WALKING
0.22667958,-0.036078863,-0.13872566,WALKING
0.23948442,-0.017132916,-0.12317001,WALKING
0.29542323,0.0030962138,-0.12756327,WALKING
0.28051914,-0.018843872,-0.21913175,WALKING
0.34708066,-0.037003662,-0.1313715,WALKING
0.28375642,-0.025635447,-0.12219085,WALKING
0.23285893,0.0060932862,-0.10962065,WALKING
0.27194632,0.0038772773,-0.053688526,WALKING
0.34859482,-0.0092913878,-0.048420161,WALKING
0.32551283,-0.030425049,-0.090442602,WALKING
0.21453672,-0.032810366,-0.1237505,WALKING
0.22009445,-0.021543101,-0.15073743,WALKING
0.28384717,-0.0030528987,-0.12795043,WALKING
0.27305549,-0.018221127,-0.12811291,WALKING
0.29286452,-0.040265291,-0.15077284,WALKING
0.28562929,-0.033009184,-0.12127097,WALKING
0.15618659,-0.049614593,-0.11290104,WALKING
0.29644415,0.014086002,-0.010259465,WALKING
0.39824941,0.027317684,-0.062956416,WALKING
0.32858963,-0.023303338,-0.081835606,WALKING
0.24003888,-0.017441822,-0.085922906,WALKING
0.2784596,-0.023397895,-0.13045484,WALKING
0.26682128,-0.018607495,-0.1298046,WALKING
0.28656754,0.020619282,-0.092535898,WALKING
0.30583985,-0.0021923253,-0.12497137,WALKING
0.31035963,-0.054635143,-0.13912115,WALKING
0.28772456,-0.038921811,-0.12101893,WALKING
0.22003494,-0.0078731854,-0.10586088,WALKING
0.23398475,0.0077570244,-0.087513687,WALKING
0.24898582,-0.053664698,-0.25543912,WALKING
0.22251789,-0.015582132,-0.10349692,WALKING
0.22247974,-0.0062025184,-0.079425955,WALKING
0.28111697,0.0073702798,-0.12225809,WALKING
0.28618516,0.00078622212,-0.14347148,WALKING
0.29672786,-0.0079559289,-0.12024131,WALKING
0.29668098,-0.04271512,-0.10477623,WALKING
0.27330795,-0.042960517,-0.11741912,WALKING
0.23887121,0.0076402593,-0.1059361,WALKING
0.2408087,-0.00050888361,-0.095617951,WALKING
0.36562924,-0.020382593,-0.089326453,WALKING
0.33117237,-0.028691115,-0.10839138,WALKING
0.1902231,-0.038897051,-0.09869604,WALKING
0.23003885,-0.022024777,-0.097875785,WALKING
0.3444907,0.021733464,-0.20394047,WALKING_DOWNSTAIRS
0.20714979,-0.0034351025,-0.14330782,WALKING_DOWNSTAIRS
0.1686636,0.052146924,-0.082792774,WALKING_DOWNSTAIRS
0.41024452,-0.0079768275,-0.1694751,WALKING_DOWNSTAIRS
0.41043867,-0.064726783,-0.12377204,WALKING_DOWNSTAIRS
0.26097364,0.0051912105,-0.14623831,WALKING_DOWNSTAIRS
0.19239073,0.015226187,-0.16339996,WALKING_DOWNSTAIRS
0.16085356,-0.067771871,-0.048164595,WALKING_UPSTAIRS
0.19737448,-0.023080695,-0.10202009,WALKING_UPSTAIRS
0.28930934,-0.039572283,-0.12029202,WALKING_UPSTAIRS
0.30968525,-0.026232277,-0.062244884,WALKING_UPSTAIRS
0.24748304,0.00056547901,-0.07518192,WALKING_UPSTAIRS
0.24404031,-0.030303589,-0.11363494,WALKING_UPSTAIRS
0.29942617,-0.010201837,-0.11816594,WALKING_UPSTAIRS
0.27386865,-0.011459277,-0.1538041,WALKING_UPSTAIRS
0.27278629,-0.034461224,-0.12698147,WALKING_UPSTAIRS
0.21800676,-0.074887013,-0.052703157,WALKING_UPSTAIRS
0.26760132,-0.032814137,-0.1130729,WALKING_UPSTAIRS
0.20297773,0.0074192704,-0.09300039,WALKING_UPSTAIRS
0.29261951,-0.013621795,-0.092397696,WALKING_UPSTAIRS
0.25244236,-0.015507321,-0.070093738,WALKING_UPSTAIRS
0.18944069,-0.0027834942,-0.065808412,WALKING_UPSTAIRS
0.25745284,-0.04335044,-0.11694851,WALKING_UPSTAIRS
0.2795809,-0.029329514,-0.13687861,WALKING_UPSTAIRS
0.28068106,-0.0047294571,-0.12071994,WALKING_UPSTAIRS
0.17993953,-0.06017359,-0.017653749,WALKING_UPSTAIRS
0.22588802,-0.021954576,-0.1080066,WALKING_UPSTAIRS
0.26439312,0.0091204488,-0.10478296,WALKING_UPSTAIRS
0.28541537,0.016833852,-0.10688354,WALKING_UPSTAIRS
0.23826921,0.00012396818,-0.093751617,WALKING_UPSTAIRS
0.18359029,-0.020857894,-0.052463899,WALKING_UPSTAIRS
0.21462352,-0.026791078,-0.10251064,WALKING_UPSTAIRS
0.26001212,-0.030019182,-0.10970412,WALKING_UPSTAIRS
0.32955346,-0.045809874,-0.068692746,WALKING_UPSTAIRS
0.20876832,0.030679246,0.037288816,WALKING_DOWNSTAIRS
0.35382353,-0.024879552,-0.086384343,WALKING_DOWNSTAIRS
0.35619073,-0.051817875,-0.15934525,WALKING_DOWNSTAIRS
0.22259283,-0.02449569,-0.15388612,WALKING_DOWNSTAIRS
0.22966134,0.026781905,-0.18932387,WALKING_DOWNSTAIRS
0.21537091,-0.045299636,-0.10234205,WALKING_DOWNSTAIRS
0.34355324,-0.024165905,-0.017703843,WALKING_DOWNSTAIRS
0.29010859,0.032174046,-0.048561434,WALKING_DOWNSTAIRS
0.25079554,-0.0034577794,-0.070470363,WALKING_DOWNSTAIRS
0.40209809,-0.040365788,-0.072894129,WALKING_DOWNSTAIRS
0.41983326,-0.056165676,-0.1553395,WALKING_DOWNSTAIRS
0.3139389,-0.028131107,-0.1535226,WALKING_DOWNSTAIRS
0.25994947,-0.022679831,-0.10227613,WALKING_DOWNSTAIRS
0.2038278,-0.0001716803,-0.083073081,WALKING_DOWNSTAIRS
0.18594631,-0.011803726,-0.036139711,WALKING_DOWNSTAIRS
0.33584724,0.011445562,-0.080037372,WALKING_DOWNSTAIRS
0.2860648,0.016799817,-0.16313273,WALKING_DOWNSTAIRS
0.23601277,-0.026913144,0.18639534,STANDING
0.26731751,-0.032355179,-0.062924067,STANDING
0.28335241,-0.010728703,-0.11733272,STANDING
0.26927723,-0.032606502,-0.13028676,STANDING
0.2783618,-0.013656893,-0.12915439,STANDING
0.30643156,0.027459372,-0.10407181,STANDING
0.28749007,0.016839126,-0.06516443,STANDING
0.26287883,-0.022379352,-0.083592456,STANDING
0.27944197,-0.023078631,-0.12332077,STANDING
0.28643265,-0.023842891,-0.12273754,STANDING
0.27293268,-0.039067631,-0.11017159,STANDING
0.24847403,-0.037999251,-0.030083776,STANDING
0.26582646,-0.031669222,-0.083983249,STANDING
0.27605329,-0.015408535,-0.13171922,STANDING
0.26377017,-0.021187085,-0.081684886,STANDING
0.27088078,-0.038723153,-0.10844469,STANDING
0.43020885,0.10254087,-0.0556042,STANDING
0.29495455,0.009075787,-0.10264411,STANDING
0.27456461,-0.027991273,-0.12256318,STANDING
0.26924174,-0.025529403,-0.10009175,STANDING
0.27392022,-0.015952619,-0.098662111,STANDING
0.28827279,-0.006332133,-0.10540087,STANDING
0.28410731,-0.010061076,-0.10173142,STANDING
0.27010097,-0.023550544,-0.10116623,STANDING
0.27319016,-0.023302776,-0.10721116,STANDING
0.28011247,-0.012618021,-0.10563723,STANDING
0.27739954,-0.015537024,-0.11087508,STANDING
0.27487138,-0.019577012,-0.1118923,STANDING
0.27952882,-0.016447003,-0.10626443,STANDING
0.2813921,-0.0123645,-0.10487937,STANDING
0.28247452,-0.011067786,-0.13255126,STANDING
0.3256536,0.028817786,-0.032056785,SITTING
0.26217511,-0.062819481,-0.15703615,SITTING
0.27439932,-0.0017697185,-0.083310746,SITTING
0.27118439,-0.01149042,-0.089935247,SITTING
0.27055607,-0.0061249184,-0.091966376,SITTING
0.26051905,0.0098193055,-0.078471122,SITTING
0.093068135,0.15040887,0.051458368,SITTING
-0.18139412,0.32412953,0.12938955,SITTING
-0.0615055,0.17408171,0.031555899,SITTING
0.23159725,-0.023177324,-0.064478524,SITTING
0.27500006,-0.018702893,-0.10325556,SITTING
0.25401543,-0.010676678,-0.094228226,SITTING
0.37655125,-0.11349946,-0.26823801,SITTING
0.27732739,0.019990398,-0.15202442,SITTING
0.26788442,0.0060403153,-0.10005102,SITTING
0.27687512,-0.01572964,-0.10257949,SITTING
0.27589441,-0.015358871,-0.096289703,SITTING
0.27463913,-0.014627271,-0.09635546,SITTING
0.27565662,-0.018430818,-0.10803572,SITTING
0.28167526,-0.017778461,-0.12445165,SITTING
0.28685725,-0.02272766,-0.14375749,SITTING
0.27950407,-0.02047285,-0.12044462,SITTING
0.27376357,-0.013785705,-0.10031331,SITTING
0.27789697,-0.016519861,-0.1051797,SITTING
0.27771536,-0.017965805,-0.10457087,SITTING
0.27416643,-0.014211302,-0.09759523,SITTING
0.26307307,-0.020708401,-0.10415558,LAYING
0.25924966,-0.010370885,-0.10117466,LAYING
0.2731223,-0.024140671,-0.091799885,LAYING
0.280936,-0.018769082,-0.10783636,LAYING
0.28919046,-0.016912076,-0.1092038,LAYING
0.29412126,-0.015314462,-0.11139625,LAYING
0.27408717,-0.014713512,-0.11480583,LAYING
0.27076432,-0.019818107,-0.10195511,LAYING
0.28778228,-0.020286286,-0.10224496,LAYING
0.28882018,-0.015725603,-0.11301861,LAYING
0.30174345,-0.010642162,-0.12663126,LAYING
0.28931482,-0.014115319,-0.11553447,LAYING
0.25651512,-0.014986371,-0.10452499,LAYING
0.28684091,-0.013721018,-0.11928331,LAYING
0.28226646,-0.029489979,-0.089357985,LAYING
0.23982421,-0.012820186,-0.097670072,LAYING
0.27218141,-0.018131841,-0.10653995,LAYING
0.2721901,-0.017178761,-0.10991247,LAYING
0.27168092,-0.018231844,-0.10376982,LAYING
0.27270038,-0.017679919,-0.10441484,LAYING
0.27619261,-0.015433074,-0.11040669,LAYING
0.27771105,-0.017850354,-0.10929715,LAYING
0.2752802,-0.018206091,-0.10740518,LAYING
0.28817583,-0.014690457,-0.11372304,LAYING
0.292282,-0.014277655,-0.11915816,LAYING
0.27263222,-0.016716655,-0.10755375,LAYING
0.26563017,-0.018372323,-0.10120445,LAYING
0.27593368,-0.018447236,-0.10577173,LAYING
0.28076891,-0.017289589,-0.10883655,LAYING
0.27424221,-0.016037614,-0.11276997,LAYING
0.33614928,-0.023240895,-0.17409769,WALKING
0.29658487,-0.0031571521,-0.13154315,WALKING
0.24795242,-0.025486891,-0.11879132,WALKING
0.27631796,-0.0012859649,-0.14715666,WALKING
0.27851827,-0.019819862,-0.11280559,WALKING
0.27287741,-0.033118448,-0.086875067,WALKING
0.2895603,-0.031446345,-0.11074412,WALKING
0.29453204,-0.02786412,-0.081474665,WALKING
0.26703075,-0.016815551,-0.086034479,WALKING
0.2374203,-0.032180843,-0.10108536,WALKING
0.23965834,-0.021141409,-0.072926017,WALKING
0.24745185,-0.0054215092,-0.10959878,WALKING
0.25841772,-0.018317884,-0.13899403,WALKING
0.27072544,-0.011880203,-0.08906095,WALKING
0.293718,0.0054011672,-0.094846491,WALKING
0.29966975,0.01773035,-0.10341476,WALKING
0.25499622,-0.054201115,-0.15021167,WALKING
0.21856391,-0.009333407,-0.083282963,WALKING
0.25643361,-0.019301241,-0.10237117,WALKING
0.34790061,-0.018431216,-0.14247895,WALKING
0.32179415,-0.02848843,-0.14481572,WALKING
0.21875287,-0.030280572,-0.12122729,WALKING
0.22349818,-0.0047644234,-0.05482505,WALKING
0.28144069,0.022608484,-0.005444201,WALKING
0.36888214,-0.02332779,-0.12545936,WALKING
0.34063254,-0.05490863,-0.17853462,WALKING
0.24546849,-0.050384644,-0.11059426,WALKING
0.20231704,-0.035684596,-0.11827706,WALKING
0.23177399,0.0049371571,-0.11435794,WALKING
0.2736521,0.0051452093,-0.1154417,WALKING
0.26484622,0.0065977921,-0.11285587,WALKING
0.1954509,-0.0087076916,-0.10560986,WALKING_DOWNSTAIRS
0.26005764,-0.05318923,-0.099270803,WALKING_DOWNSTAIRS
0.40137358,-0.057840219,-0.0028824215,WALKING_DOWNSTAIRS
0.25170106,0.0035481818,-0.052847095,WALKING_DOWNSTAIRS
0.20908092,-0.00072079571,-0.24063776,WALKING_DOWNSTAIRS
0.26361114,-0.012362911,-0.12641528,WALKING_DOWNSTAIRS
0.31341697,-0.020404815,-0.050693901,WALKING_DOWNSTAIRS
0.38648994,-0.046074048,-0.11996797,WALKING_DOWNSTAIRS
0.29724979,-0.042621318,-0.1410546,WALKING_DOWNSTAIRS
0.40796171,-0.035302397,-0.12883223,WALKING_DOWNSTAIRS
0.3363213,0.01383788,-0.086847284,WALKING_DOWNSTAIRS
0.28176742,-0.00072678829,-0.0730893,WALKING_DOWNSTAIRS
0.17444228,-0.035646306,-0.13406221,WALKING_DOWNSTAIRS
0.16496565,-0.012368938,-0.2205622,WALKING_DOWNSTAIRS
0.36480638,-0.00010105371,-0.11660425,WALKING_DOWNSTAIRS
0.3581001,-0.072325023,-0.10349534,WALKING_DOWNSTAIRS
0.43396328,-0.013693566,-0.055880867,WALKING_DOWNSTAIRS
0.39825953,0.016888494,-0.10681026,WALKING_DOWNSTAIRS
0.11336129,0.017742643,-0.10452548,WALKING_DOWNSTAIRS
0.17659603,-0.022868866,-0.1079376,WALKING_DOWNSTAIRS
0.32805345,-0.063723457,-0.14756405,WALKING_DOWNSTAIRS
0.29480972,0.0090315446,-0.069136514,WALKING_DOWNSTAIRS
0.27705363,-0.025718815,-0.23881834,WALKING_DOWNSTAIRS
0.058825669,-0.1086128,-0.076527896,WALKING_UPSTAIRS
0.21824853,-0.033435546,-0.11611135,WALKING_UPSTAIRS
0.32002946,-0.022273059,-0.087360494,WALKING_UPSTAIRS
0.40464083,-0.014041612,-0.051365573,WALKING_UPSTAIRS
0.3259736,-0.011531985,-0.08532991,WALKING_UPSTAIRS
0.17984498,0.00037919422,-0.11352439,WALKING_UPSTAIRS
0.21803742,-0.014925637,-0.091867688,WALKING_UPSTAIRS
0.35930724,-0.037890725,-0.14053428,WALKING_UPSTAIRS
0.35614452,0.0033888051,-0.14063527,WALKING_UPSTAIRS
0.17331223,-0.10352888,-0.24207289,WALKING_UPSTAIRS
0.26248578,-0.029029148,-0.088647354,WALKING_UPSTAIRS
0.2739514,-0.02879277,-0.011273408,WALKING_UPSTAIRS
0.24005401,0.034980469,-0.11303406,WALKING_UPSTAIRS
0.28308509,0.0097610841,-0.12090612,WALKING_UPSTAIRS
0.32332368,-0.053276359,-0.091897239,WALKING_UPSTAIRS
